,Accident_code,Vehicle_type,Brand,Color,Years_license
57989,2016S001515    ,Bike,BUELL,Black,4.0
57990,2016S000595    ,Car,AUDI,Grey,41.0
57991,2016S000595    ,Car,OPEL,Black,13.0
57992,2016S008461    ,Bike,PIAGGIO,Black,27.0
57993,2016S008461    ,Car,FORD,Green,21.0
57994,2016S005667    ,Car,CITROEN,Grey,12.0
57995,2016S005667    ,Car,RENAULT,Grey,24.0
57999,2016S006041    ,Car,SKODA,Green,33.0
58000,2016S005229    ,Car,SEAT,Black,17.0
58001,2016S005229    ,Car,CITROEN,Grey,33.0
58002,2016S005229    ,Car,RENAULT,Grey,40.0
58003,2016S003254    ,Bike,YAMAHA,Grey,8.0
58005,2016S004467    ,Bike,SUZUKI,Black,11.0
58006,2016S004467    ,Car,RENAULT,Grey,5.0
58007,2016S002834    ,Bike,HONDA,Black,14.0
58008,2016S002834    ,Car,MERCEDES,Black,1.0
58009,2016S000830    ,Bike,BMW,Grey,12.0
58010,2016S000830    ,Car,FORD,Brown,3.0
58011,2016S006093    ,Bike,SUZUKI,Grey,31.0
58012,2016S006093    ,Car,ALFAROMEO,Grey,14.0
58014,2016S004878    ,Bike,HONDA,Black,25.0
58017,2016S006857    ,Car,FORD,White,37.0
58019,2016S009299    ,Bike,YAMAHA,Grey,1.0
58021,2016S002458    ,Bike,SUZUKI,Blue,9.0
58022,2016S002458    ,Car,SEAT,White,24.0
58025,2016S006994    ,Car,CITROEN,Grey,8.0
58026,2016S002793    ,Bike,KYMCO,Grey,20.0
58027,2016S004374    ,Bike,KAWASAKI,Orange,6.0
58030,2016S000348    ,Car,SAAB,Grey,2.0
58032,2016S001976    ,Bike,HONDA,Grey,31.0
58033,2016S005971    ,Bike,HONDA,Red,2.0
58034,2016S005971    ,Bike,BMW,Grey,29.0
58035,2016S001622    ,Car,BMW,Black,14.0
58036,2016S001622    ,Car,SEAT,Blue,1.0
58037,2016S009853    ,Car,PEUGEOT,Black,3.0
58039,2016S004771    ,Car,VOLKSWAGEN,Black,14.0
58041,2016S006548    ,Car,CITROEN,White,13.0
58042,2016S003484    ,Car,PEUGEOT,White,1.0
58043,2016S004688    ,Car,FORD,Grey,43.0
58044,2016S005890    ,Bike,YAMAHA,Black,2.0
58048,2016S006580    ,Car,BMW,Blue,1.0
58049,2016S000029    ,Bike,HONDA,Red,6.0
58050,2016S000029    ,Car,SEAT,Black,7.0
58052,2016S000957    ,Car,HONDA,Yellow,8.0
58054,2016S006837    ,Car,VOLKSWAGEN,Blue,6.0
58055,2016S006837    ,Car,VOLKSWAGEN,Black,24.0
58056,2016S006837    ,Car,NISSAN,White,27.0
58058,2016S001368    ,Bike,HONDA,Grey,6.0
58059,2016S000290    ,Bike,PIAGGIO,Black,6.0
58060,2016S000290    ,Car,OPEL,Blue,21.0
58063,2016S004533    ,Car,CITROEN,White,1.0
58064,2016S006476    ,Bike,SYM,Grey,27.0
58065,2016S006476    ,Bike,HONDA,Grey,26.0
58066,2016S006476    ,Car,MINI,Grey,23.0
58068,2016S008475    ,Car,PEUGEOT,Grey,14.0
58069,2016S005038    ,Car,NISSAN,Red,41.0
58070,2016S005038    ,Car,VOLKSWAGEN,Green,1.0
58072,2016S009845    ,Car,TOYOTA,Grey,39.0
58073,2016S001760    ,Bike,HONDA,Black,22.0
58074,2016S001760    ,Car,AUDI,Black,16.0
58075,2016S008882    ,Bike,HONDA,Grey,26.0
58076,2016S008882    ,Car,FORD,Grey,39.0
58078,2016S006817    ,Bike,HONDA,Grey,8.0
58079,2016S006817    ,Car,CITROEN,Green,28.0
58086,2016S003486    ,Car,VOLKSWAGEN,Grey,16.0
58091,2016S006727    ,Car,VOLKSWAGEN,Blue,6.0
58096,2016S000624    ,Car,RENAULT,Grey,21.0
58097,2016S001358    ,Bike,KYMCO,Black,14.0
58098,2016S001358    ,Car,LEXUS,Grey,28.0
58100,2016S003058    ,Bike,HARLEYDAVIDSON,Black,7.0
58101,2016S003058    ,Car,PEUGEOT,Grey,8.0
58102,2016S003058    ,Car,OPEL,Black,23.0
58104,2016S006533    ,Bike,VESPA,White,23.0
58106,2016S010104    ,Bike,KYMCO,Black,5.0
58108,2016S007509    ,Car,ALFAROMEO,Black,16.0
58109,2016S007509    ,Car,VOLKSWAGEN,Grey,28.0
58111,2016S000785    ,Car,FIAT,Grey,1.0
58112,2016S008780    ,Bike,KYMCO,Black,21.0
58113,2016S007660    ,Car,AUDI,Black,29.0
58114,2016S007660    ,Car,NISSAN,Grey,22.0
58115,2016S006546    ,Bike,KAWASAKI,Orange,6.0
58116,2016S006546    ,Car,SEAT,Red,8.0
58118,2016S000930    ,Bike,SYM,Black,15.0
58119,2016S000930    ,Car,BMW,Green,13.0
58120,2016S002123    ,Car,CITROEN,Black,45.0
58121,2016S005115    ,Bike,YAMAHA,Black,7.0
58122,2016S005115    ,Car,OPEL,Green,8.0
58124,2016S008316    ,Car,SEAT,Blue,42.0
58127,2016S009197    ,Bike,HONDA,White,14.0
58128,2016S009197    ,Car,JAGUAR,Black,28.0
58129,2016S007245    ,Bike,HONDA,Blue,4.0
58130,2016S007245    ,Car,VOLKSWAGEN,Grey,11.0
58133,2016S002778    ,Bike,SUZUKI,Blue,2.0
58134,2016S002778    ,Car,SSANGYONG,Grey,39.0
58136,2016S007544    ,Bike,HONDA,Grey,3.0
58138,2016S001530    ,Car,OPEL,White,28.0
58139,2016S001530    ,Car,SEAT,Grey,10.0
58140,2016S004083    ,Bike,HONDA,White,3.0
58142,2016S000314    ,Bike,YAMAHA,Black,1.0
58144,2016S007475    ,Car,HONDA,Blue,27.0
58145,2016S007475    ,Car,RENAULT,Grey,6.0
58148,2016S004784    ,Car,VOLKSWAGEN,Blue,7.0
58149,2016S000179    ,Bike,YAMAHA,Blue,3.0
58150,2016S000179    ,Car,SEAT,White,2.0
58151,2016S003567    ,Car,BMW,Grey,7.0
58152,2016S003567    ,Car,MERCEDES,White,23.0
58154,2016S006983    ,Bike,HONDA,Red,15.0
58156,2016S008562    ,Bike,PIAGGIO,Black,11.0
58158,2016S000320    ,Car,CITROEN,Grey,42.0
58159,2016S000855    ,Bike,HONDA,Grey,30.0
58160,2016S000855    ,Car,SEAT,White,4.0
58162,2016S005100    ,Car,FORD,Grey,9.0
58164,2016S008796    ,Car,AUDI,Blue,20.0
58165,2016S008796    ,Car,AUDI,Red,50.0
58166,2016S006377    ,Car,AUDI,Blue,23.0
58168,2016S006329    ,Car,SEAT,Grey,3.0
58169,2016S007100    ,Bike,MONTESA,Green,30.0
58170,2016S007100    ,Car,OPEL,White,28.0
58171,2016S005720    ,Bike,HYOSUNG,Grey,8.0
58172,2016S005720    ,Car,OPEL,Grey,3.0
58176,2016S007440    ,Bike,YAMAHA,Grey,1.0
58177,2016S007440    ,Car,FORD,Blue,14.0
58178,2016S003116    ,Car,RENAULT,White,6.0
58182,2016S003836    ,Car,NISSAN,White,15.0
58184,2016S009827    ,Car,AUDI,Black,1.0
58185,2016S009827    ,Car,CITROEN,Black,4.0
58187,2016S006870    ,Car,FIAT,Black,21.0
58188,2016S006870    ,Car,VOLKSWAGEN,Black,2.0
58189,2016S009640    ,Car,OPEL,White,12.0
58190,2016S009640    ,Car,TOYOTA,Grey,35.0
58191,2016S009640    ,Car,CITROEN,Red,39.0
58192,2016S009972    ,Car,KIA,Red,37.0
58193,2016S001157    ,Car,DAEWOO,Grey,18.0
58195,2016S007436    ,Bike,HONDA,White,18.0
58199,2016S008962    ,Bike,KYMCO,Grey,22.0
58201,2016S008504    ,Bike,PIAGGIO,Black,9.0
58203,2016S006419    ,Bike,PIAGGIO,Black-Yellow,12.0
58204,2016S006419    ,Car,MERCEDES,Grey,35.0
58205,2016S005970    ,Car,SEAT,Black-Yellow,27.0
58206,2016S005970    ,Car,RENAULT,Grey,1.0
58207,2016S003191    ,Bike,KYMCO,Black,6.0
58208,2016S003191    ,Car,VOLKSWAGEN,Black,13.0
58210,2016S009744    ,Bike,PIAGGIO,Black,10.0
58211,2016S007617    ,Car,AUDI,Black,15.0
58212,2016S007617    ,Car,OPEL,Red,14.0
58213,2016S007617    ,Car,CITROEN,Blue,13.0
58214,2016S009055    ,Bike,YAMAHA,Grey,3.0
58215,2016S009055    ,Bike,YAMAHA,Black,6.0
58216,2016S008426    ,Bike,BMW,Blue,1.0
58217,2016S008426    ,Car,FORD,Blue,21.0
58218,2016S003716    ,Car,CITROEN,Red,1.0
58219,2016S008299    ,Bike,SUZUKI,Black,12.0
58220,2016S008299    ,Car,SEAT,White,27.0
58221,2016S000285    ,Bike,YAMAHA,Grey,13.0
58224,2016S002991    ,Bike,YAMAHA,Black,40.0
58226,2016S006650    ,Bike,YAMAHA,Grey,1.0
58227,2016S005855    ,Bike,YAMAHA,Black,1.0
58228,2016S005855    ,Car,CHEVROLET,Black,1.0
58230,2016S006190    ,Bike,KYMCO,Grey,23.0
58231,2016S000521    ,Car,RENAULT,Red,6.0
58232,2016S000521    ,Car,FORD,Blue,18.0
58234,2016S000419    ,Car,SEAT,Black,22.0
58235,2016S000419    ,Car,VOLKSWAGEN,Black,18.0
58237,2016S002019    ,Bike,HONDA,Red,26.0
58238,2016S002019    ,Car,NISSAN,White,12.0
58239,2016S003150    ,Bike,TRIUMPH,Black,3.0
58240,2016S003150    ,Car,CITROEN,White,17.0
58242,2016S001685    ,Car,OPEL,Black,14.0
58245,2016S003087    ,Car,CITROEN,Grey,2.0
58246,2016S002682    ,Car,NISSAN,Green,18.0
58247,2016S002682    ,Car,NISSAN,Black,12.0
58248,2016S009651    ,Car,BMW,Grey,5.0
58249,2016S009651    ,Car,RENAULT,Blue,1.0
58250,2016S001650    ,Car,BMW,Blue,8.0
58251,2016S001650    ,Car,FORD,Grey,1.0
58253,2016S006832    ,Car,RENAULT,White,2.0
58256,2016S007174    ,Bike,SUZUKI,Black,2.0
58259,2016S002741    ,Car,RENAULT,White,9.0
58260,2016S002741    ,Car,TOYOTA,White,22.0
58261,2016S003291    ,Car,VOLVO,Red,9.0
58262,2016S003291    ,Car,OPEL,White,21.0
58263,2016S000065    ,Bike,SUZUKI,Black,1.0
58264,2016S000065    ,Car,CITROEN,White,28.0
58266,2016S004576    ,Car,NISSAN,Grey,11.0
58267,2016S004684    ,Bike,HONDA,White,4.0
58268,2016S004684    ,Car,TOYOTA,Red,8.0
58270,2016S005443    ,Car,BMW,Grey,11.0
58271,2016S007729    ,Bike,KAWASAKI,Black,1.0
58272,2016S007729    ,Car,VOLKSWAGEN,Black,15.0
58273,2016S007628    ,Car,SMART,White,12.0
58274,2016S007628    ,Car,SEAT,Red,17.0
58276,2016S009260    ,Car,MERCEDES,Grey,18.0
58277,2016S009260    ,Car,VOLKSWAGEN,Grey,13.0
58278,2016S009260    ,Car,NISSAN,Black,24.0
58279,2016S009775    ,Car,LANDROVER,White,6.0
58281,2016S009775    ,Car,SEAT,Yellow,11.0
58282,2016S003375    ,Bike,HONDA,Black,5.0
58283,2016S003375    ,Bike,HONDA,Black,6.0
58284,2015S004912,Car,NISSAN,Grey,36.0
58285,2015S002169,Car,OPEL,Grey,1.0
58286,2015S003045,Car,CITROEN,White,3.0
58287,2015S002476,Car,HONDA,Grey,2.0
58288,2015S009751,Bike,KYMCO,Black,4.0
58289,2015S001125,Car,TOYOTA,Grey,16.0
58292,2015S007294,Bike,HONDA,Blue,26.0
58293,2015S002616,Bike,HONDA,Grey,5.0
58294,2015S009981,Bike,HONDA,Black,19.0
58296,2015S003314,Car,SAAB,Black,17.0
58297,2015S006533,Bike,HONDA,White,4.0
58299,2015S007312,Car,PEUGEOT,Blue,20.0
58301,2015S004660,Car,OPEL,White,15.0
58302,2015S000505,Car,SEAT,Blue,10.0
58304,2015S009330,Bike,BULTACO,Grey,28.0
58305,2015S009038,Bike,HONDA,Black,15.0
58307,2015S004581,Car,CITROEN,Green,25.0
58308,2015S000395,Car,TOYOTA,Grey,4.0
58309,2015S008179,Car,FIAT,Red,7.0
58311,2015S001788,Bike,HONDA,Grey,8.0
58312,2015S008501,Car,KIA,Grey,7.0
58313,2015S008501,Bike,KAWASAKI,Black,1.0
58315,2015S001791,Car,SEAT,Red,10.0
58316,2015S007467,Bike,KYMCO,Black,6.0
58317,2015S001514,Car,VOLKSWAGEN,Grey,17.0
58318,2015S001514,Bike,YAMAHA,Black,20.0
58319,2015S000553,Bike,HONDA,Grey,21.0
58320,2015S008214,Car,NISSAN,White,47.0
58322,2015S003518,Car,OPEL,White,24.0
58323,2015S008823,Car,SUZUKI,Grey,36.0
58324,2015S008345,Bike,HONDA,Black,28.0
58328,2015S001831,Bike,SUZUKI,Green,8.0
58329,2015S002005,Bike,KYMCO,Black,6.0
58330,2015S002645,Car,SEAT,Grey,18.0
58331,2015S005198,Bike,APRILIA,Black,2.0
58332,2015S009968,Bike,HONDA,White,32.0
58333,2015S000924,Bike,KYMCO,Black,4.0
58334,2015S003551,Bike,HONDA,White,5.0
58335,2015S005014,Bike,SYM,Black,11.0
58337,2015S007341,Car,SEAT,Red,10.0
58343,2015S008433,Car,MERCEDES,Grey,17.0
58347,2015S004950,Bike,DUCATI,Black,7.0
58348,2015S003508,Car,FORD,Grey,6.0
58349,2015S003508,Bike,HONDA,Red,15.0
58350,2015S005975,Bike,PEUGEOT,White,6.0
58354,2015S006720,Bike,KAWASAKI,Black,30.0
58356,2015S001044,Car,RENAULT,Grey,15.0
58357,2015S000017,Car,TOYOTA,White,14.0
58359,2015S006047,Bike,SUZUKI,Black,29.0
58362,2015S004995,Car,CITROEN,Brown,1.0
58363,2015S005983,Car,SEAT,Red,6.0
58364,2015S000600,Car,AUDI,Blue,4.0
58365,2015S003192,Bike,DERBI,Black,1.0
58367,2015S007346,Car,FORD,Green,42.0
58370,2015S003587,Bike,YAMAHA,Black,1.0
58372,2015S006301,Bike,HONDA,Grey,40.0
58373,2015S004222,Car,SEAT,Red,42.0
58374,2015S004222,Bike,DAELIM,Grey,13.0
58375,2015S000198,Bike,PIAGGIO,Grey,39.0
58377,2015S001286,Bike,HONDA,Grey,18.0
58378,2015S005712,Car,CITROEN,Red,47.0
58379,2015S005659,Car,OPEL,Grey,6.0
58380,2015S008960,Car,OPEL,Blue,2.0
58381,2015S009843,Car,MAZDA,Black,25.0
58382,2015S004609,Car,RENAULT,Black,4.0
58383,2015S007376,Bike,HONDA,White,1.0
58384,2015S000578,Car,VOLKSWAGEN,Black,1.0
58386,2015S007509,Car,VOLKSWAGEN,Grey,2.0
58387,2015S001313,Car,ISUZU,Green,12.0
58389,2015S009072,Car,CHEVROLET,Red,5.0
58390,2015S006471,Car,BMW,Blue,11.0
58392,2015S003161,Bike,YAMAHA,White,4.0
58393,2015S002208,Car,SEAT,White,13.0
58394,2015S006134,Bike,PEUGEOT,Black,8.0
58395,2015S008625,Car,OPEL,Black,25.0
58396,2015S004614,Car,RENAULT,Black,25.0
58397,2015S006714,Car,AUDI,Grey,1.0
58398,2015S003270,Bike,DAELIM,Black,8.0
58400,2015S004492,Car,SEAT,White,4.0
58401,2015S005623,Bike,SUZUKI,Red,19.0
58402,2015S007876,Bike,HYOSUNG,Black,8.0
58403,2015S006948,Car,SEAT,Grey,8.0
58404,2015S007172,Car,SEAT,Grey,23.0
58407,2015S002757,Car,OPEL,White,3.0
58408,2015S005317,Car,MERCEDES,Black,9.0
58409,2015S005066,Car,AUDI,Grey,2.0
58411,2015S004467,Car,ALFAROMEO,Black,13.0
58412,2015S004589,Car,PEUGEOT,Blue,15.0
58413,2015S006516,Car,SEAT,Grey,4.0
58414,2015S008518,Bike,KYMCO,Black,6.0
58415,2015S001121,Bike,HONDA,White,13.0
58419,2015S007972,Bike,KAWASAKI,Black,1.0
58420,2015S007770,Bike,HONDA,Black,25.0
58421,2015S007779,Car,TOYOTA,Red,16.0
58422,2015S006677,Car,CITROEN,Grey,10.0
58423,2015S002959,Bike,YAMAHA,Grey,23.0
58424,2015S009534,Bike,HONDA,Blue,20.0
58425,2015S000286,Bike,HONDA,Red,19.0
58426,2015S006057,Car,RENAULT,Grey,27.0
58430,2015S005208,Bike,SUZUKI,Blue,7.0
58432,2015S009266,Car,VOLKSWAGEN,Grey,1.0
58433,2015S006178,Car,FIAT,White,10.0
58434,2015S004662,Car,CITROEN,Grey,16.0
58435,2015S005236,Car,NISSAN,Grey,29.0
58437,2015S008768,Car,OPEL,Black,2.0
58439,2015S004629,Bike,YAMAHA,White,10.0
58440,2015S003019,Car,PEUGEOT,Red,14.0
58445,2015S007046,Bike,PEUGEOT,Blue,13.0
58446,2015S001069,Car,MAZDA,Red,22.0
58447,2015S001069,Car,SEAT,White,3.0
58449,2015S007442,Bike,SUZUKI,White,29.0
58451,2015S009890,Bike,SUZUKI,Grey,20.0
58453,2015S009894,Bike,SUZUKI,Grey,10.0
58454,2015S001484,Bike,HONDA,Blue,31.0
58455,2015S009615,Bike,HONDA,White,5.0
58456,2015S006431,Car,MERCEDES,Grey,18.0
58457,2015S007195,Car,DAEWOO,Blue,27.0
58458,2015S003138,Car,FIAT,White,10.0
58460,2015S003949,Car,VOLKSWAGEN,Grey,15.0
58461,2015S004875,Car,DAEWOO,Black,4.0
58462,2015S000649,Car,OPEL,Grey,6.0
58463,2015S009055,Car,PEUGEOT,Grey,7.0
58464,2015S008463,Car,PEUGEOT,Blue,4.0
58466,2015S008260,Bike,APRILIA,Grey,2.0
58468,2015S004068,Bike,HARLEYDAVIDSON,Black,19.0
58470,2015S000669,Bike,HONDA,Red,27.0
58472,2015S001398,Car,FIAT,Blue,27.0
58473,2015S005930,Bike,KYMCO,Grey,10.0
58475,2015S004157,Bike,HONDA,Grey,5.0
58476,2015S002108,Car,DAEWOO,Green,3.0
58478,2015S005367,Car,VOLKSWAGEN,Black,22.0
58479,2015S000550,Car,OPEL,Grey,7.0
58482,2015S004960,Car,CITROEN,Grey,1.0
58483,2015S004643,Bike,HONDA,White,13.0
58484,2015S006345,Bike,HONDA,White,27.0
58486,2015S000133,Bike,HONDA,White,9.0
58487,2015S000133,Bike,PIAGGIO,Red,11.0
58488,2015S002815,Car,OPEL,Grey,4.0
58489,2015S009028,Car,OPEL,Black,2.0
58492,2015S007516,Car,VOLKSWAGEN,Red,18.0
58493,2015S005607,Bike,KYMCO,Black,28.0
58495,2015S003115,Bike,SUZUKI,White,1.0
58498,2015S000244,Car,SEAT,Red,2.0
58499,2015S008563,Bike,HONDA,White,8.0
58500,2015S008537,Bike,HONDA,Black,1.0
58501,2015S009226,Car,RENAULT,Black,10.0
58502,2015S009226,Car,AUDI,Black,15.0
58503,2015S006335,Car,PEUGEOT,White,1.0
58504,2015S007993,Car,CITROEN,Black,26.0
58505,2015S005994,Car,ROVER,Blue,20.0
58506,2015S006734,Car,FIAT,Black,3.0
58507,2015S006734,Car,AUDI,Black,9.0
58508,2015S001745,Car,VOLKSWAGEN,Grey,3.0
58509,2015S002227,Bike,YAMAHA,Grey,17.0
58511,2015S000293,Car,TOYOTA,Black-Yellow,9.0
58513,2015S008815,Bike,SUZUKI,Grey,8.0
58514,2015S000951,Car,VOLKSWAGEN,Grey,27.0
58515,2015S004998,Bike,HONDA,White,1.0
58516,2015S000103,Car,AUDI,White,35.0
58517,2015S009860,Bike,HYOSUNG,White,5.0
58519,2015S003458,Bike,HONDA,Red,35.0
58520,2015S005772,Car,VOLKSWAGEN,Black,1.0
58522,2015S005095,Bike,HYOSUNG,Silver,4.0
58524,2015S008067,Car,PEUGEOT,Black,4.0
58525,2015S004304,Car,FORD,White,17.0
58528,2015S006126,Bike,VESPA,Black,10.0
58529,2015S003899,Bike,HONDA,White,5.0
58530,2015S008506,Car,VOLKSWAGEN,Black,5.0
58533,2015S009368,Bike,PIAGGIO,Grey,30.0
58538,2015S005421,Bike,SUZUKI,Grey,30.0
58540,2015S002783,Bike,YAMAHA,Grey,11.0
58541,2015S008169,Car,RENAULT,Golden,37.0
58542,2015S005326,Bike,YAMAHA,Grey,5.0
58543,2015S001412,Car,FORD,Grey,26.0
58544,2015S000908,Bike,PIAGGIO,Blue,1.0
58545,2015S006283,Car,RENAULT,Red,26.0
58546,2015S006283,Car,CITROEN,Black,17.0
58547,2015S000733,Car,RENAULT,Black,25.0
58548,2015S007361,Car,RENAULT,Blue,32.0
58551,2015S008488,Car,OPEL,Grey,37.0
58552,2015S004112,Bike,PIAGGIO,Red,6.0
58554,2015S003274,Bike,SUZUKI,Black,3.0
58555,2015S008976,Bike,SUZUKI,White,13.0
58556,2015S000401,Car,VOLKSWAGEN,White,43.0
58557,2015S004116,Car,OPEL,Black,8.0
58558,2015S002204,Bike,SUZUKI,Black,16.0
58560,2015S007415,Car,BMW,Grey,47.0
58563,2015S005437,Bike,KYMCO,Black,1.0
58565,2015S003675,Car,OPEL,Grey,48.0
58567,2015S002116,Bike,YAMAHA,Grey,5.0
58568,2015S002141,Car,ALFAROMEO,Red,1.0
58571,2015S009951,Bike,YAMAHA,Black,12.0
58574,2015S005639,Car,VOLKSWAGEN,Black,20.0
58576,2015S002133,Bike,HONDA,Black,5.0
58577,2015S001713,Car,FIAT,White,6.0
58578,2015S007793,Car,SEAT,Black,30.0
58579,2015S002908,Bike,HONDA,Black,5.0
58582,2015S007113,Bike,RIEJU,Green,1.0
58586,2015S005249,Car,ROVER,Grey,27.0
58588,2015S005719,Car,SEAT,Black-Yellow,7.0
58590,2015S002057,Bike,HONDA,Black,31.0
58599,2015S004194,Bike,KTM,White,18.0
58601,2015S003542,Car,OPEL,Grey,21.0
58602,2015S002522,Bike,PEUGEOT,Black,12.0
58606,2015S004039,Car,VOLKSWAGEN,Blue,3.0
58607,2015S007949,Bike,PIAGGIO,Grey,13.0
58610,2015S006235,Car,CITROEN,Red,2.0
58621,2015S008618,Car,NISSAN,Grey,30.0
58622,2015S008139,Car,KIA,Grey,21.0
58624,2015S001450,Bike,HONDA,Grey,2.0
58625,2015S006885,Bike,PIAGGIO,Yellow,11.0
58629,2015S007978,Car,PEUGEOT,Black,6.0
58630,2015S007978,Bike,KAWASAKI,Black,2.0
58632,2015S002549,Car,LEXUS,Grey,36.0
58633,2015S003099,Bike,HONDA,Black,23.0
58634,2015S003187,Car,MINI,Black,6.0
58636,2015S004981,Car,SMART,White,28.0
58637,2015S005943,Car,BMW,Blue,3.0
58638,2015S001377,Bike,HONDA,White,25.0
58639,2015S003215,Bike,PIAGGIO,Grey,3.0
58640,2015S002127,Car,NISSAN,Blue,33.0
58643,2015S009989,Car,HYUNDAI,Grey,12.0
58644,2015S003067,Bike,YAMAHA,Black,23.0
58648,2015S006100,Car,BMW,Blue,5.0
58649,2015S001038,Car,MINI,Blue,7.0
58651,2015S001067,Bike,SUZUKI,White,11.0
58652,2015S005955,Bike,VESPA,Red,30.0
58653,2015S001581,Car,CITROEN,Black,11.0
58654,2015S009225,Bike,PIAGGIO,Grey,53.0
58657,2015S005455,Car,VOLKSWAGEN,Grey,24.0
58662,2015S005345,Car,VOLKSWAGEN,Blue,3.0
58663,2015S003050,Car,FORD,Black,3.0
58668,2015S003890,Bike,BMW,Black-Yellow,36.0
58669,2015S004907,Bike,APRILIA,Red,6.0
58670,2015S004839,Bike,YAMAHA,Black,36.0
58671,2015S003098,Car,AUDI,Silver,26.0
58672,2015S005285,Car,TOYOTA,Blue,2.0
58673,2015S002544,Car,OPEL,Grey,26.0
58674,2015S008102,Car,FORD,Blue,4.0
58676,2015S001429,Car,VOLKSWAGEN,Blue,1.0
58677,2015S002194,Bike,HONDA,Blue,18.0
58679,2015S006343,Bike,PIAGGIO,Black,3.0
58680,2015S001120,Car,VOLKSWAGEN,Black,34.0
58681,2015S004305,Car,FORD,White,21.0
58682,2015S007856,Bike,HONDA,Green,1.0
58683,2015S006179,Car,FORD,Grey,2.0
58684,2015S009678,Car,VOLKSWAGEN,Grey,9.0
58686,2015S002540,Car,OPEL,Grey,9.0
58689,2015S003578,Bike,SUZUKI,Blue,1.0
58692,2015S003999,Car,CITROEN,Grey,8.0
58697,2015S003744,Bike,PIAGGIO,White,7.0
58698,2015S004635,Car,PEUGEOT,White,26.0
58700,2015S004107,Car,CITROEN,Silver,22.0
58701,2015S004107,Bike,PEUGEOT,Brown,14.0
58702,2015S009485,Car,OPEL,Grey,35.0
58703,2015S000054,Bike,YAMAHA,Grey,6.0
58704,2015S000945,Bike,SYM,Black,7.0
58705,2015S002063,Car,VOLKSWAGEN,Grey,51.0
58707,2015S009277,Bike,SYM,Grey,24.0
58709,2015S002748,Car,FORD,Grey,16.0
58710,2015S000190,Bike,PIAGGIO,Blue,18.0
58711,2015S005125,Car,HYUNDAI,Grey,34.0
58715,2015S004200,Car,VOLKSWAGEN,Black,25.0
58716,2015S004328,Bike,YAMAHA,Grey,1.0
58717,2015S004460,Car,AUDI,Grey,7.0
58718,2015S006013,Bike,HONDA,Grey,10.0
58722,2015S003171,Bike,PIAGGIO,White,12.0
58723,2015S001537,Bike,SUZUKI,Black,21.0
58724,2015S002953,Bike,HONDA,Grey,43.0
58725,2015S001675,Car,TOYOTA,White,21.0
58726,2015S005209,Bike,HONDA,Red,6.0
58727,2015S005761,Bike,HONDA,White,9.0
58728,2015S008455,Car,SEAT,White,4.0
58730,2015S008476,Bike,HONDA,Black,8.0
58731,2015S000957,Car,BMW,Grey,6.0
58732,2015S005706,Bike,YAMAHA,Black,19.0
58734,2015S002206,Car,MERCEDES,White,46.0
58735,2015S009054,Bike,KYMCO,Grey,3.0
58736,2015S002376,Car,AUDI,Red,11.0
58737,2015S007703,Bike,YAMAHA,White,19.0
58738,2015S003340,Car,SEAT,White,15.0
58739,2015S000056,Bike,YAMAHA,Black,7.0
58740,2015S003386,Bike,PIAGGIO,Black,6.0
58742,2015S006783,Car,HYUNDAI,White,5.0
58744,2015S004160,Bike,HONDA,Black,1.0
58746,2015S004421,Bike,PIAGGIO,Black,3.0
58747,2015S005542,Bike,APRILIA,Grey,9.0
58748,2015S000515,Bike,SYM,White,6.0
58750,2015S004923,Car,AUDI,Green,28.0
58752,2015S003325,Car,OPEL,White,7.0
58753,2015S008395,Bike,SUZUKI,Black,2.0
58754,2015S003894,Car,BMW,Grey,22.0
58757,2015S006659,Car,VOLVO,Grey,21.0
58759,2015S004040,Car,SEAT,White,6.0
58762,2015S001203,Car,OPEL,White,21.0
58763,2015S002420,Bike,HONDA,Black,2.0
58764,2015S004120,Bike,SYM,White,9.0
58765,2015S009139,Car,HONDA,Black,7.0
58766,2015S005090,Car,FORD,Grey,15.0
58768,2015S004722,Car,VOLKSWAGEN,White,47.0
58770,2015S008788,Bike,HONDA,Grey,32.0
58772,2015S003242,Bike,HYOSUNG,White,32.0
58777,2015S006624,Bike,SUZUKI,Blue,26.0
58778,2015S009659,Car,PEUGEOT,Blue,15.0
58780,2015S009432,Car,VOLKSWAGEN,Black,33.0
58781,2015S005524,Car,ROVER,Red,8.0
58782,2015S006506,Bike,SYM,Black,20.0
58783,2015S006978,Car,VOLKSWAGEN,Grey,19.0
58784,2015S009656,Car,SMART,Black,3.0
58785,2015S009370,Car,PEUGEOT,Black,9.0
58786,2015S005982,Bike,HONDA,Black,2.0
58790,2015S009248,Car,SEAT,Black,37.0
58791,2015S008423,Car,OPEL,Blue,7.0
58792,2015S000868,Car,FORD,Green,9.0
58795,2015S001660,Bike,PIAGGIO,Black,14.0
58796,2015S004853,Car,SEAT,Grey,19.0
58797,2015S007717,Car,OPEL,Black,30.0
58798,2015S003123,Car,BMW,Black,23.0
58799,2015S008776,Car,BMW,Black,7.0
58800,2015S004259,Bike,HONDA,Black,2.0
58801,2015S004259,Bike,PIAGGIO,Blue,18.0
58802,2015S009710,Car,OPEL,White,29.0
58803,2015S009710,Bike,KAWASAKI,Orange,2.0
58804,2015S007153,Bike,HONDA,White,1.0
58808,2015S009633,Bike,KYMCO,Black,11.0
