,Numero_expedient,Vehicle_type,Gender,Age,People_type
28217,2016S001789    ,Bike,Man,39,Driver
28218,2016S003728    ,Bike,Man,29,Driver
28219,2016S005161    ,Bike,Woman,25,Driver
28220,2016S006766    ,Bike,Woman,29,Driver
28221,2016S001050    ,Bike,Woman,28,Driver
28223,2016S001004    ,Bike,Man,55,Driver
28224,2016S009086    ,Bike,Man,27,Driver
28226,2016S005308    ,Bike,Man,20,Driver
28227,2016S001113    ,Bike,Man,24,Driver
28228,2016S002978    ,Bike,Man,44,Driver
28229,2016S000826    ,Bike,Man,49,Driver
28230,2016S002549    ,Bike,Woman,54,Driver
28233,2016S000143    ,Bike,Woman,47,Driver
28234,2016S000143    ,Car,Man,64,Driver
28235,2016S000213    ,Bike,Man,41,Driver
28236,2016S006485    ,Bike,Woman,34,Driver
28237,2016S001248    ,Bike,Man,45,Driver
28238,2016S001783    ,Bike,Man,28,Driver
28239,2016S002030    ,Bike,Man,31,Driver
28240,2016S003944    ,Bike,Woman,31,Driver
28241,2016S003944    ,Bike,Woman,49,Driver
28244,2016S005732    ,Bike,Man,31,Driver
28245,2016S001819    ,Bike,Woman,50,Driver
28246,2016S003289    ,Bike,Man,44,Driver
28247,2016S009242    ,Bike,Man,46,Driver
28248,2016S005886    ,Bike,Woman,38,Driver
28249,2016S005346    ,Bike,Woman,33,Driver
28252,2016S004945    ,Bike,Woman,44,Driver
28254,2016S003638    ,Bike,Man,31,Driver
28255,2016S004896    ,Bike,Woman,23,Driver
28257,2016S002324    ,Bike,Man,39,Driver
28258,2016S004087    ,Bike,Man,28,Driver
28260,2016S004568    ,Bike,Woman,31,Driver
28261,2016S004568    ,Bike,Man,58,Driver
28262,2016S008643    ,Bike,Man,44,Driver
28263,2016S001753    ,Bike,Woman,29,Driver
28264,2016S002331    ,Bike,Man,35,Driver
28265,2016S002331    ,Car,Woman,30,Driver
28267,2016S004013    ,Bike,Man,31,Driver
28269,2016S001711    ,Bike,Man,54,Driver
28271,2016S008905    ,Car,Woman,23,Driver
28273,2016S009778    ,Bike,Man,40,Driver
28275,2016S010136    ,Bike,Man,30,Driver
28276,2016S004432    ,Car,Man,23,Driver
28281,2016S006559    ,Car,Man,41,Driver
28283,2016S002302    ,Bike,Man,25,Driver
28285,2016S002254    ,Bike,Man,40,Driver
28286,2016S007795    ,Bike,Man,57,Driver
28287,2016S004063    ,Bike,Woman,40,Driver
28288,2016S006640    ,Bike,Man,53,Driver
28290,2016S004655    ,Bike,Woman,56,Driver
28297,2016S002505    ,Bike,Man,26,Driver
28298,2016S005438    ,Bike,Man,24,Driver
28300,2016S008726    ,Bike,Man,57,Driver
28304,2016S003875    ,Bike,Man,55,Driver
28306,2016S006261    ,Bike,Man,39,Driver
28307,2016S004256    ,Bike,Woman,52,Driver
28308,2016S008410    ,Bike,Woman,30,Driver
28309,2016S003048    ,Bike,Woman,54,Driver
28310,2016S005314    ,Bike,Man,55,Driver
28311,2016S008672    ,Bike,Man,37,Driver
28312,2016S008672    ,Car,Woman,53,Driver
28313,2016S008946    ,Bike,Woman,38,Driver
28314,2016S004098    ,Bike,Man,25,Driver
28315,2016S005393    ,Bike,Man,37,Driver
28316,2016S005393    ,Bike,Man,39,Driver
28317,2016S005861    ,Bike,Man,48,Driver
28318,2016S010107    ,Bike,Woman,26,Driver
28320,2016S003533    ,Bike,Man,24,Driver
28321,2016S001230    ,Bike,Woman,27,Driver
28323,2016S001235    ,Bike,Man,28,Driver
28324,2016S001235    ,Bike,Man,45,Driver
28325,2016S004418    ,Bike,Man,51,Driver
28327,2016S005479    ,Bike,Woman,50,Driver
28328,2016S003595    ,Bike,Woman,26,Driver
28329,2016S001517    ,Bike,Woman,35,Driver
28330,2016S004243    ,Bike,Man,37,Driver
28331,2016S002429    ,Bike,Man,37,Driver
28332,2016S002592    ,Car,Man,43,Driver
28334,2016S006062    ,Bike,Man,35,Driver
28335,2016S006760    ,Bike,Woman,47,Driver
28336,2016S007460    ,Bike,Woman,33,Driver
28337,2016S007186    ,Bike,Man,59,Driver
28338,2016S009861    ,Bike,Man,24,Driver
28340,2016S001046    ,Bike,Man,43,Driver
28342,2016S009494    ,Bike,Man,29,Driver
28343,2016S006245    ,Bike,Man,40,Driver
28344,2016S004018    ,Bike,Man,29,Driver
28349,2016S000820    ,Bike,Man,20,Driver
28350,2016S002238    ,Bike,Man,48,Driver
28352,2016S000947    ,Bike,Man,36,Driver
28353,2016S001662    ,Car,Woman,19,Driver
28355,2016S002709    ,Car,Man,66,Driver
28356,2016S005658    ,Bike,Man,40,Driver
28358,2016S003512    ,Bike,Man,56,Driver
28359,2016S001812    ,Bike,Woman,19,Driver
28361,2016S003064    ,Bike,Man,48,Driver
28362,2016S004597    ,Bike,Man,37,Driver
28364,2016S003663    ,Bike,Man,25,Driver
28365,2016S000481    ,Bike,Man,33,Driver
28366,2016S010120    ,Bike,Woman,81,Driver
28368,2016S010003    ,Bike,Man,35,Driver
28369,2016S001331    ,Bike,Woman,30,Driver
28370,2016S000585    ,Car,Man,33,Driver
28371,2016S003801    ,Bike,Man,25,Driver
28372,2016S003801    ,Bike,Man,49,Driver
28374,2016S009181    ,Bike,Man,35,Driver
28375,2016S005179    ,Bike,Woman,20,Driver
28376,2016S006120    ,Bike,Man,50,Driver
28378,2016S008748    ,Bike,Man,49,Driver
28381,2016S006016    ,Bike,Man,22,Driver
28382,2016S008028    ,Bike,Man,21,Driver
28387,2016S007380    ,Bike,Man,22,Driver
28388,2016S007272    ,Bike,Man,27,Driver
28389,2016S001750    ,Bike,Man,55,Driver
28393,2016S002926    ,Bike,Man,34,Driver
28394,2016S002321    ,Bike,Woman,32,Driver
28395,2016S007021    ,Bike,Man,41,Driver
28396,2016S009391    ,Bike,Man,27,Driver
28397,2016S009528    ,Bike,Woman,45,Driver
28398,2016S002112    ,Bike,Woman,43,Driver
28399,2016S001533    ,Bike,Man,62,Driver
28400,2016S003096    ,Bike,Man,21,Driver
28402,2016S000914    ,Bike,Man,26,Driver
28403,2016S001434    ,Bike,Man,35,Driver
28405,2016S002690    ,Bike,Man,24,Driver
28406,2016S002852    ,Bike,Man,56,Driver
28410,2016S009046    ,Bike,Man,24,Driver
28411,2016S009046    ,Bike,Man,36,Driver
28412,2016S009373    ,Bike,Man,32,Driver
28413,2016S006226    ,Bike,Man,43,Driver
28414,2016S007614    ,Car,Woman,22,Driver
28415,2016S007614    ,Car,Man,63,Driver
28416,2016S007328    ,Bike,Woman,43,Driver
28417,2016S008083    ,Bike,Woman,44,Driver
28421,2016S000569    ,Bike,Man,29,Driver
28422,2016S002398    ,Bike,Man,34,Driver
28425,2016S006148    ,Car,Woman,33,Driver
28426,2016S009532    ,Car,Woman,30,Driver
28427,2016S009773    ,Bike,Man,27,Driver
28428,2016S008254    ,Bike,Man,31,Driver
28430,2016S002438    ,Bike,Man,33,Driver
28431,2016S008786    ,Bike,Man,40,Driver
28432,2016S000839    ,Car,Woman,41,Driver
28434,2016S005775    ,Car,Man,45,Driver
28435,2016S004099    ,Bike,Woman,46,Driver
28436,2016S006260    ,Bike,Woman,23,Driver
28437,2016S006283    ,Bike,Woman,26,Driver
28438,2016S003412    ,Bike,Man,23,Driver
28440,2016S004745    ,Bike,Man,36,Driver
28441,2016S007697    ,Bike,Woman,24,Driver
28443,2016S000588    ,Bike,Man,20,Driver
28444,2016S008184    ,Bike,Man,52,Driver
28445,2016S005590    ,Bike,Man,41,Driver
28446,2016S001256    ,Bike,Woman,22,Driver
28447,2016S009829    ,Car,Man,47,Driver
28449,2016S009187    ,Bike,Man,19,Driver
28450,2016S001973    ,Bike,Man,28,Driver
28452,2016S008955    ,Bike,Woman,34,Driver
28454,2016S010055    ,Bike,Man,60,Driver
28456,2016S000477    ,Bike,Man,52,Driver
28457,2016S002102    ,Bike,Man,60,Driver
28458,2016S004208    ,Bike,Man,53,Driver
28459,2016S000896    ,Bike,Man,30,Driver
28461,2016S004090    ,Bike,Man,23,Driver
28463,2016S002481    ,Bike,Man,37,Driver
28465,2016S003834    ,Bike,Woman,27,Driver
28470,2016S007048    ,Bike,Man,32,Driver
28471,2016S002881    ,Bike,Woman,36,Driver
28472,2016S006605    ,Bike,Man,37,Driver
28473,2016S000538    ,Bike,Man,22,Driver
28474,2016S000538    ,Bike,Man,55,Driver
28475,2016S001536    ,Bike,Man,38,Driver
28476,2016S001731    ,Bike,Man,32,Driver
28478,2016S004369    ,Bike,Man,20,Driver
28479,2016S004369    ,Bike,Man,29,Driver
28480,2016S004382    ,Bike,Woman,45,Driver
28481,2016S007364    ,Bike,Man,37,Driver
28482,2016S009062    ,Bike,Woman,30,Driver
28483,2016S009228    ,Bike,Man,28,Driver
28484,2016S005224    ,Bike,Woman,56,Driver
28486,2016S002146    ,Bike,Man,30,Driver
28487,2016S003016    ,Bike,Man,45,Driver
28488,2016S006178    ,Bike,Man,52,Driver
28491,2016S005214    ,Bike,Man,19,Driver
28492,2016S005992    ,Bike,Man,33,Driver
28494,2016S006784    ,Bike,Woman,49,Driver
28495,2016S002243    ,Bike,Man,51,Driver
28496,2016S004871    ,Bike,Man,23,Driver
28500,2016S006821    ,Bike,Man,36,Driver
28501,2016S001643    ,Car,Man,23,Driver
28502,2016S001643    ,Car,Man,64,Driver
28503,2016S008978    ,Bike,Woman,29,Driver
28505,2016S001613    ,Car,Man,41,Driver
28506,2016S005160    ,Bike,Man,42,Driver
28507,2016S002294    ,Bike,Woman,53,Driver
28508,2016S007969    ,Car,Woman,39,Driver
28510,2016S006171    ,Bike,Man,24,Driver
28512,2016S007095    ,Car,Man,32,Driver
28514,2016S010134    ,Bike,Man,37,Driver
28515,2016S000703    ,Bike,Man,55,Driver
28516,2016S001696    ,Bike,Woman,32,Driver
28517,2016S001858    ,Bike,Man,48,Driver
28519,2016S004707    ,Bike,Man,20,Driver
28520,2016S005902    ,Bike,Man,56,Driver
28521,2016S004852    ,Bike,Man,40,Driver
28522,2016S007605    ,Bike,Man,60,Driver
28524,2016S002729    ,Bike,Man,28,Driver
28525,2016S002766    ,Car,Man,46,Driver
28526,2016S005096    ,Bike,Woman,42,Driver
28527,2016S008753    ,Bike,Woman,23,Driver
28528,2016S009455    ,Bike,Man,25,Driver
28529,2016S007765    ,Bike,Man,23,Driver
28530,2016S000317    ,Bike,Man,51,Driver
28531,2016S004158    ,Bike,Woman,38,Driver
28535,2016S003047    ,Car,Man,34,Driver
28536,2016S005664    ,Bike,Man,29,Driver
28538,2016S010048    ,Car,Man,35,Driver
28539,2016S010048    ,Car,Man,65,Driver
28541,2016S004785    ,Bike,Man,54,Driver
28543,2016S003209    ,Car,Man,37,Driver
28544,2016S001451    ,Bike,Man,27,Driver
28546,2016S002639    ,Bike,Man,73,Driver
28553,2016S006077    ,Bike,Man,40,Driver
28554,2016S006077    ,Car,Woman,25,Driver
28555,2016S007517    ,Bike,Man,18,Driver
28556,2016S008360    ,Bike,Woman,39,Driver
28557,2016S009136    ,Bike,Woman,25,Driver
28559,2016S000122    ,Bike,Woman,28,Driver
28561,2016S000226    ,Car,Man,49,Driver
28562,2016S000699    ,Car,Man,38,Driver
28563,2016S005350    ,Bike,Woman,48,Driver
28564,2016S005417    ,Bike,Man,40,Driver
28565,2016S008588    ,Bike,Man,19,Driver
28566,2016S004126    ,Bike,Man,31,Driver
28568,2016S003590    ,Bike,Man,21,Driver
28571,2016S001925    ,Bike,Man,29,Driver
28573,2016S002496    ,Bike,Man,29,Driver
28574,2016S009565    ,Bike,Man,30,Driver
28576,2016S005125    ,Bike,Man,31,Driver
28577,2016S006367    ,Bike,Man,37,Driver
28579,2016S002623    ,Bike,Man,53,Driver
28580,2016S006362    ,Bike,Man,41,Driver
28582,2016S009835    ,Bike,Woman,31,Driver
28584,2016S010012    ,Bike,Man,58,Driver
28585,2016S007187    ,Bike,Man,25,Driver
28588,2016S008992    ,Bike,Man,36,Driver
28590,2016S002901    ,Bike,Man,17,Driver
28591,2016S004630    ,Bike,Man,30,Driver
28593,2016S001250    ,Bike,Man,54,Driver
28595,2016S005603    ,Bike,Man,42,Driver
28596,2016S001905    ,Bike,Man,33,Driver
28597,2016S004512    ,Bike,Woman,46,Driver
28598,2016S005300    ,Bike,Woman,23,Driver
28599,2016S005663    ,Bike,Man,59,Driver
28600,2016S007807    ,Bike,Woman,34,Driver
28601,2016S010066    ,Bike,Man,35,Driver
28602,2016S001624    ,Bike,Man,48,Driver
28605,2016S009463    ,Bike,Man,43,Driver
28606,2016S001275    ,Bike,Man,31,Driver
28609,2016S007507    ,Bike,Man,58,Driver
28610,2016S008668    ,Bike,Man,37,Driver
28611,2016S006410    ,Bike,Man,32,Driver
28614,2016S007559    ,Car,Man,40,Driver
28615,2016S007559    ,Car,Man,49,Driver
28616,2016S008673    ,Bike,Man,38,Driver
28618,2016S000402    ,Bike,Man,60,Driver
28619,2016S002359    ,Bike,Man,44,Driver
28620,2016S002359    ,Car,Woman,68,Driver
28621,2016S002645    ,Bike,Woman,28,Driver
28622,2016S002693    ,Bike,Woman,28,Driver
28623,2016S005182    ,Bike,Woman,30,Driver
28624,2016S005184    ,Bike,Woman,50,Driver
28625,2016S005310    ,Bike,Woman,40,Driver
28626,2016S006250    ,Bike,Man,39,Driver
28627,2016S007023    ,Bike,Man,43,Driver
28628,2016S007318    ,Bike,Man,37,Driver
28629,2016S008447    ,Bike,Man,35,Driver
28630,2016S009504    ,Bike,Man,18,Driver
28633,2016S005857    ,Car,Woman,27,Driver
28634,2016S005175    ,Bike,Man,23,Driver
28638,2016S000018    ,Car,Man,47,Driver
28641,2016S002715    ,Car,Man,38,Driver
28642,2016S007921    ,Bike,Man,82,Driver
28643,2016S000889    ,Bike,Man,55,Driver
28645,2016S001898    ,Bike,Woman,19,Driver
28646,2016S005071    ,Bike,Man,34,Driver
28648,2016S001884    ,Bike,Woman,42,Driver
28650,2016S007104    ,Bike,Man,30,Driver
28651,2016S009982    ,Bike,Man,45,Driver
28652,2016S009459    ,Bike,Man,30,Driver
28653,2016S009638    ,Bike,Man,39,Driver
28655,2016S008365    ,Car,Man,42,Driver
28658,2016S009985    ,Bike,Man,53,Driver
28660,2016S008216    ,Car,Man,28,Driver
28662,2016S001842    ,Bike,Man,45,Driver
28663,2016S003373    ,Bike,Man,47,Driver
28664,2016S003207    ,Bike,Man,66,Driver
28666,2016S001653    ,Bike,Man,48,Driver
28667,2016S006547    ,Bike,Man,39,Driver
28669,2016S009772    ,Bike,Woman,26,Driver
28670,2016S004152    ,Bike,Woman,27,Driver
28675,2016S000648    ,Bike,Man,25,Driver
28677,2016S006490    ,Bike,Man,36,Driver
28679,2016S006346    ,Car,Woman,30,Driver
28680,2016S001618    ,Bike,Man,50,Driver
28681,2016S003516    ,Bike,Man,29,Driver
28682,2016S005853    ,Bike,Man,43,Driver
28683,2016S006248    ,Bike,Man,25,Driver
28684,2016S002562    ,Bike,Man,19,Driver
28687,2016S000147    ,Bike,Woman,31,Driver
28688,2016S008061    ,Bike,Woman,43,Driver
28692,2016S005132    ,Bike,Woman,38,Driver
28693,2016S003013    ,Bike,Man,45,Driver
28695,2016S005473    ,Bike,Man,32,Driver
28696,2016S007753    ,Bike,Man,43,Driver
28697,2016S000878    ,Bike,Man,25,Driver
28699,2016S003515    ,Bike,Man,50,Driver
28700,2016S002384    ,Bike,Woman,27,Driver
28702,2016S005633    ,Bike,Man,30,Driver
28703,2016S007854    ,Bike,Woman,23,Driver
28705,2016S004238    ,Bike,Man,35,Driver
28706,2016S004238    ,Bike,Man,24,Driver
28707,2016S002850    ,Bike,Man,38,Driver
28708,2016S006939    ,Bike,Man,37,Driver
28709,2016S001077    ,Bike,Woman,26,Driver
28711,2016S000708    ,Bike,Woman,41,Driver
28712,2016S000708    ,Bike,Woman,52,Driver
28713,2016S005374    ,Bike,Man,23,Driver
28714,2016S005592    ,Bike,Man,38,Driver
28716,2016S006146    ,Bike,Man,54,Driver
28717,2016S005232    ,Bike,Woman,40,Driver
28718,2016S008686    ,Bike,Man,51,Driver
28719,2016S007268    ,Bike,Man,35,Driver
28720,2016S001178    ,Car,Man,43,Driver
28721,2016S001620    ,Bike,Man,24,Driver
28722,2016S004589    ,Bike,Man,33,Driver
28725,2016S008014    ,Bike,Man,38,Driver
28727,2016S007047    ,Bike,Woman,39,Driver
28728,2016S007047    ,Car,Man,21,Driver
28729,2016S004873    ,Car,Man,28,Driver
28731,2016S007646    ,Bike,Man,50,Driver
28733,2016S004249    ,Bike,Woman,25,Driver
28735,2016S001102    ,Bike,Man,46,Driver
28736,2016S002135    ,Bike,Man,40,Driver
28737,2016S006644    ,Bike,Man,37,Driver
28738,2016S000216    ,Bike,Woman,30,Driver
28739,2016S000498    ,Bike,Man,38,Driver
28740,2016S000607    ,Bike,Woman,38,Driver
28741,2016S005510    ,Bike,Woman,40,Driver
28742,2016S007032    ,Bike,Man,41,Driver
28743,2016S004606    ,Bike,Man,25,Driver
28744,2016S003736    ,Bike,Woman,35,Driver
28745,2016S008980    ,Bike,Man,28,Driver
28746,2016S007150    ,Bike,Man,58,Driver
28747,2016S007454    ,Bike,Man,54,Driver
28748,2016S010013    ,Bike,Woman,58,Driver
28749,2016S000918    ,Bike,Man,29,Driver
28750,2016S001590    ,Bike,Man,21,Driver
28751,2016S004906    ,Bike,Man,49,Driver
28753,2016S007253    ,Bike,Man,58,Driver
28754,2016S009286    ,Bike,Man,30,Driver
28758,2016S001353    ,Bike,Woman,26,Driver
28759,2016S005340    ,Bike,Man,19,Driver
28763,2016S005148    ,Bike,Woman,27,Driver
28764,2016S005148    ,Bike,Man,54,Driver
28765,2016S000278    ,Bike,Woman,23,Driver
28766,2016S009551    ,Bike,Woman,30,Driver
28767,2016S000271    ,Bike,Man,47,Driver
28768,2016S000211    ,Bike,Man,23,Driver
28769,2016S000211    ,Bike,Man,24,Driver
28770,2016S002269    ,Bike,Woman,43,Driver
28771,2016S007662    ,Bike,Man,42,Driver
28772,2016S009832    ,Bike,Man,30,Driver
28774,2016S006893    ,Bike,Woman,21,Driver
28775,2016S002826    ,Bike,Woman,27,Driver
28776,2016S005466    ,Bike,Man,54,Driver
28779,2016S005494    ,Car,Man,44,Driver
28781,2016S008106    ,Bike,Man,35,Driver
28782,2016S000676    ,Bike,Woman,33,Driver
28783,2016S010021    ,Bike,Woman,30,Driver
28785,2016S003136    ,Bike,Man,51,Driver
28787,2016S000799    ,Bike,Man,27,Driver
28788,2016S004997    ,Bike,Man,24,Driver
28789,2016S006353    ,Bike,Man,35,Driver
28791,2016S007311    ,Bike,Woman,24,Driver
28793,2016S009274    ,Bike,Man,25,Driver
28794,2016S001505    ,Bike,Woman,20,Driver
28795,2016S001505    ,Bike,Man,32,Driver
28796,2016S003406    ,Bike,Man,39,Driver
28797,2016S009366    ,Bike,Man,51,Driver
28798,2016S001087    ,Bike,Woman,45,Driver
28799,2016S001087    ,Bike,Man,37,Driver
28805,2016S007143    ,Car,Man,27,Driver
28806,2016S008508    ,Bike,Woman,32,Driver
28809,2016S009452    ,Bike,Man,30,Driver
28814,2016S008815    ,Bike,Man,37,Driver
28815,2016S008815    ,Bike,Man,60,Driver
28816,2016S004502    ,Bike,Woman,27,Driver
28818,2016S008140    ,Bike,Man,31,Driver
28819,2016S008484    ,Bike,Woman,28,Driver
28820,2016S009287    ,Bike,Man,31,Driver
28821,2016S000365    ,Bike,Woman,22,Driver
28823,2016S001611    ,Bike,Woman,33,Driver
28824,2016S005189    ,Bike,Man,30,Driver
28825,2016S005262    ,Bike,Man,40,Driver
28827,2016S000651    ,Bike,Man,46,Driver
28828,2016S001827    ,Bike,Man,23,Driver
28829,2016S004205    ,Bike,Man,28,Driver
28831,2016S008351    ,Bike,Woman,28,Driver
28832,2016S003990    ,Bike,Man,24,Driver
28834,2016S000652    ,Bike,Woman,52,Driver
28835,2016S000027    ,Bike,Man,20,Driver
28836,2016S005140    ,Bike,Woman,50,Driver
28838,2016S000875    ,Bike,Man,56,Driver
28841,2016S007391    ,Bike,Man,27,Driver
28843,2016S003797    ,Bike,Woman,40,Driver
28844,2016S001359    ,Bike,Man,49,Driver
28846,2016S009478    ,Bike,Man,26,Driver
28847,2016S002251    ,Bike,Man,31,Driver
28849,2016S006538    ,Bike,Man,22,Driver
28850,2016S004584    ,Bike,Man,26,Driver
28853,2016S000158    ,Car,Man,41,Driver
28854,2016S003604    ,Bike,Man,25,Driver
28855,2016S001526    ,Bike,Man,46,Driver
28857,2016S007443    ,Bike,Man,32,Driver
28858,2016S001114    ,Car,Man,37,Driver
28860,2016S009854    ,Bike,Man,31,Driver
28863,2016S000803    ,Bike,Man,43,Driver
28866,2016S006385    ,Bike,Woman,43,Driver
28867,2016S004846    ,Bike,Woman,48,Driver
28870,2016S007824    ,Bike,Man,46,Driver
28871,2016S003124    ,Bike,Woman,28,Driver
28872,2016S000476    ,Bike,Woman,44,Driver
28877,2016S006828    ,Bike,Man,39,Driver
28879,2016S002484    ,Bike,Man,22,Driver
28881,2016S004746    ,Bike,Man,35,Driver
28882,2016S004543    ,Bike,Man,49,Driver
28884,2016S005924    ,Bike,Woman,30,Driver
28885,2016S005963    ,Bike,Man,35,Driver
28886,2016S007409    ,Bike,Woman,27,Driver
28890,2016S002441    ,Bike,Man,40,Driver
28891,2016S006747    ,Bike,Woman,43,Driver
28892,2016S006747    ,Bike,Man,33,Driver
28894,2016S008547    ,Bike,Man,25,Driver
28896,2016S004266    ,Car,Man,44,Driver
28897,2016S000751    ,Bike,Man,33,Driver
28898,2016S001541    ,Bike,Woman,23,Driver
28899,2016S006745    ,Bike,Man,70,Driver
28900,2016S003776    ,Bike,Man,82,Driver
28902,2016S006211    ,Car,Man,30,Driver
28904,2016S008683    ,Bike,Woman,24,Driver
28905,2016S002819    ,Bike,Man,31,Driver
28906,2016S003553    ,Bike,Woman,22,Driver
28907,2016S005311    ,Bike,Man,44,Driver
28908,2016S002491    ,Bike,Man,68,Driver
28911,2016S009856    ,Bike,Man,23,Driver
28912,2016S002902    ,Bike,Man,34,Driver
28913,2016S004308    ,Bike,Woman,39,Driver
28914,2016S000400    ,Bike,Man,23,Driver
28915,2016S000400    ,Bike,Man,80,Driver
28916,2016S003428    ,Bike,Man,31,Driver
28917,2016S003988    ,Bike,Man,54,Driver
28918,2016S007472    ,Bike,Woman,43,Driver
28919,2016S000337    ,Bike,Woman,20,Driver
28921,2016S000861    ,Bike,Woman,30,Driver
28922,2016S003335    ,Bike,Man,27,Driver
28923,2016S003482    ,Bike,Woman,43,Driver
28924,2016S007955    ,Bike,Woman,34,Driver
28925,2016S007970    ,Bike,Man,24,Driver
28926,2016S008126    ,Bike,Man,24,Driver
28927,2016S007043    ,Bike,Man,33,Driver
28930,2016S003895    ,Bike,Man,54,Driver
28932,2016S003774    ,Car,Man,31,Driver
28934,2016S006618    ,Car,Woman,38,Driver
28935,2016S000299    ,Bike,Man,19,Driver
28937,2016S002164    ,Bike,Man,47,Driver
28938,2016S009268    ,Bike,Man,35,Driver
28939,2016S006764    ,Bike,Man,59,Driver
28940,2016S001189    ,Bike,Man,61,Driver
28941,2016S004240    ,Car,Woman,46,Driver
28942,2016S001918    ,Bike,Woman,36,Driver
28943,2016S003204    ,Bike,Man,22,Driver
28944,2016S003204    ,Bike,Man,34,Driver
28945,2016S007421    ,Bike,Man,50,Driver
28946,2016S009324    ,Bike,Man,26,Driver
28947,2016S009510    ,Car,Man,57,Driver
28948,2016S009380    ,Car,Man,31,Driver
28951,2016S000641    ,Bike,Man,31,Driver
28952,2016S003652    ,Bike,Man,48,Driver
28954,2016S008823    ,Bike,Man,40,Driver
28955,2016S005143    ,Bike,Man,58,Driver
28959,2016S005273    ,Car,Man,42,Driver
28962,2016S009311    ,Bike,Man,19,Driver
28968,2016S002076    ,Bike,Man,24,Driver
28969,2016S004096    ,Bike,Man,42,Driver
28970,2016S004856    ,Bike,Man,46,Driver
28974,2016S006907    ,Bike,Woman,30,Driver
28975,2016S002149    ,Bike,Man,20,Driver
28980,2016S006158    ,Car,Man,42,Driver
28983,2016S007857    ,Bike,Man,66,Driver
28984,2016S009486    ,Bike,Woman,42,Driver
28985,2016S008719    ,Bike,Man,44,Driver
28986,2016S005464    ,Bike,Man,33,Driver
28987,2016S007026    ,Bike,Man,62,Driver
28990,2016S000926    ,Bike,Man,25,Driver
28992,2016S002514    ,Bike,Man,18,Driver
28993,2016S002514    ,Bike,Man,22,Driver
28994,2016S002514    ,Bike,Man,51,Driver
28995,2016S002514    ,Bike,Man,67,Driver
28996,2016S001170    ,Bike,Man,43,Driver
28997,2016S005230    ,Bike,Woman,28,Driver
28998,2016S005979    ,Bike,Woman,43,Driver
28999,2016S006809    ,Bike,Man,23,Driver
29002,2016S009783    ,Bike,Woman,43,Driver
29003,2016S001979    ,Bike,Man,30,Driver
29004,2016S007369    ,Bike,Man,58,Driver
29005,2016S003351    ,Car,Man,51,Driver
29007,2016S006125    ,Bike,Woman,33,Driver
29008,2016S001522    ,Bike,Man,32,Driver
29010,2016S006047    ,Car,Woman,23,Driver
29013,2016S007951    ,Bike,Woman,55,Driver
29014,2016S001470    ,Bike,Man,28,Driver
29019,2016S008957    ,Car,Man,36,Driver
29020,2016S000515    ,Car,Man,47,Driver
29021,2016S007755    ,Bike,Man,34,Driver
29022,2016S005683    ,Bike,Man,58,Driver
29025,2016S006724    ,Bike,Man,18,Driver
29026,2016S000836    ,Car,Man,43,Driver
29034,2016S006681    ,Bike,Man,58,Driver
29036,2016S001100    ,Car,Woman,22,Driver
29038,2016S002917    ,Bike,Man,36,Driver
29042,2016S006713    ,Bike,Man,23,Driver
29043,2016S006954    ,Bike,Man,66,Driver
29045,2016S002705    ,Bike,Woman,36,Driver
29046,2016S008942    ,Bike,Woman,20,Driver
29047,2016S000847    ,Bike,Woman,38,Driver
29048,2016S005476    ,Bike,Woman,41,Driver
29049,2016S001540    ,Bike,Man,50,Driver
29050,2016S005204    ,Bike,Man,52,Driver
29051,2016S009843    ,Bike,Man,22,Driver
29052,2016S003816    ,Bike,Woman,38,Driver
29053,2016S003004    ,Bike,Woman,20,Driver
29055,2016S005783    ,Bike,Man,23,Driver
29056,2016S005704    ,Bike,Man,56,Driver
29057,2016S010076    ,Bike,Man,35,Driver
29058,2016S000461    ,Bike,Man,44,Driver
29059,2016S002197    ,Bike,Man,31,Driver
29062,2016S005692    ,Bike,Man,29,Driver
29064,2016S006415    ,Bike,Man,29,Driver
29065,2016S006638    ,Car,Woman,32,Driver
29068,2016S006860    ,Car,Man,72,Driver
29069,2016S008516    ,Bike,Woman,21,Driver
29070,2016S009715    ,Bike,Man,33,Driver
29071,2016S000118    ,Bike,Man,51,Driver
29072,2016S002827    ,Bike,Man,30,Driver
29074,2016S002492    ,Car,Man,37,Driver
29075,2016S003400    ,Bike,Woman,41,Driver
29076,2016S007620    ,Bike,Man,25,Driver
29078,2016S006076    ,Bike,Woman,51,Driver
29079,2016S005635    ,Bike,Man,20,Driver
29081,2016S002418    ,Car,Woman,28,Driver
29082,2016S006775    ,Bike,Man,23,Driver
29083,2016S009294    ,Bike,Woman,26,Driver
29084,2016S002258    ,Bike,Man,39,Driver
29085,2016S003490    ,Bike,Woman,36,Driver
29086,2016S008867    ,Car,Woman,26,Driver
29088,2016S001133    ,Bike,Woman,25,Driver
29090,2016S009171    ,Bike,Woman,53,Driver
29091,2016S004934    ,Bike,Woman,27,Driver
29093,2016S003741    ,Bike,Man,56,Driver
29094,2016S009074    ,Bike,Man,40,Driver
29096,2016S000771    ,Bike,Man,49,Driver
29097,2016S002716    ,Bike,Woman,37,Driver
29098,2016S002548    ,Bike,Woman,47,Driver
29099,2016S003120    ,Bike,Man,59,Driver
29101,2016S004334    ,Bike,Man,45,Driver
