,Numero_expedient,Vehicle_type,Gender,Age,People_type
29105,2016S002656    ,Bike,Woman,44,Driver
29106,2016S002656    ,Bike,Man,32,Driver
29107,2016S006798    ,Bike,Man,31,Driver
29108,2016S009809    ,Bike,Woman,38,Driver
29110,2016S009809    ,Bike,Woman,29,Driver
29111,2016S009271    ,Bike,Man,46,Driver
29112,2016S007264    ,Bike,Man,31,Driver
29113,2016S005242    ,Bike,Woman,25,Driver
29114,2016S007287    ,Bike,Man,25,Driver
29115,2016S002314    ,Bike,Man,39,Driver
29117,2016S000004    ,Car,Woman,36,Driver
29119,2016S008320    ,Bike,Man,21,Driver
29120,2016S009443    ,Bike,Man,44,Driver
29121,2016S004388    ,Bike,Man,32,Driver
29123,2016S007169    ,Car,Woman,46,Driver
29124,2016S006659    ,Bike,Man,34,Driver
29125,2016S003582    ,Bike,Man,24,Driver
29127,2016S004251    ,Bike,Man,43,Driver
29128,2016S005151    ,Bike,Man,62,Driver
29129,2016S001732    ,Bike,Man,29,Driver
29130,2016S001732    ,Bike,Woman,23,Driver
29132,2016S005511    ,Bike,Woman,24,Driver
29135,2016S008937    ,Bike,Woman,19,Driver
29138,2016S003452    ,Bike,Woman,31,Driver
29139,2016S003452    ,Bike,Man,54,Driver
29141,2016S004640    ,Bike,Man,17,Driver
29144,2016S008690    ,Bike,Man,30,Driver
29145,2016S003419    ,Bike,Woman,47,Driver
29146,2016S000974    ,Bike,Man,57,Driver
29147,2016S002026    ,Bike,Man,37,Driver
29148,2016S009712    ,Bike,Man,52,Driver
29149,2016S001285    ,Bike,Woman,25,Driver
29151,2016S000530    ,Bike,Man,23,Driver
29152,2016S001726    ,Bike,Man,35,Driver
29153,2016S002747    ,Bike,Woman,62,Driver
29154,2016S004010    ,Bike,Man,33,Driver
29155,2016S009530    ,Bike,Man,22,Driver
29157,2016S006238    ,Bike,Man,27,Driver
29158,2016S008546    ,Bike,Man,26,Driver
29159,2016S009291    ,Bike,Man,47,Driver
29160,2016S001313    ,Bike,Man,31,Driver
29161,2016S008464    ,Bike,Man,20,Driver
29163,2016S009511    ,Bike,Man,34,Driver
29164,2016S007142    ,Bike,Man,43,Driver
29165,2016S004070    ,Bike,Woman,47,Driver
29166,2016S007437    ,Bike,Woman,45,Driver
29167,2016S004264    ,Bike,Man,45,Driver
29168,2016S008307    ,Bike,Man,60,Driver
29170,2016S005501    ,Bike,Woman,37,Driver
29174,2016S000393    ,Bike,Man,25,Driver
29175,2016S000687    ,Bike,Man,23,Driver
29181,2016S000932    ,Bike,Woman,26,Driver
29182,2016S000932    ,Bike,Man,53,Driver
29185,2016S010110    ,Bike,Man,35,Driver
29187,2016S006779    ,Bike,Man,24,Driver
29189,2016S004127    ,Car,Man,60,Driver
29190,2016S001996    ,Bike,Woman,37,Driver
29191,2016S004596    ,Bike,Man,31,Driver
29192,2016S008264    ,Bike,Man,27,Driver
29193,2016S003764    ,Bike,Woman,30,Driver
29197,2016S006489    ,Bike,Man,30,Driver
29199,2016S007756    ,Bike,Man,25,Driver
29200,2016S009176    ,Car,Woman,40,Driver
29201,2016S003345    ,Bike,Man,32,Driver
29202,2016S009779    ,Bike,Woman,43,Driver
29203,2016S007141    ,Car,Man,65,Driver
29205,2016S000282    ,Bike,Woman,25,Driver
29208,2016S002181    ,Bike,Man,35,Driver
29210,2016S009180    ,Bike,Man,28,Driver
29211,2016S004489    ,Bike,Man,34,Driver
29212,2016S004914    ,Bike,Woman,29,Driver
29215,2016S003306    ,Bike,Woman,36,Driver
29216,2016S006633    ,Car,Woman,37,Driver
29217,2016S001226    ,Bike,Woman,37,Driver
29218,2016S006774    ,Bike,Man,49,Driver
29219,2016S002858    ,Bike,Man,30,Driver
29221,2016S004682    ,Bike,Man,28,Driver
29222,2016S008779    ,Bike,Man,42,Driver
29224,2016S008740    ,Bike,Man,36,Driver
29225,2016S005014    ,Bike,Man,26,Driver
29226,2016S008777    ,Bike,Man,45,Driver
29227,2016S009765    ,Bike,Man,28,Driver
29228,2016S000384    ,Car,Woman,29,Driver
29230,2016S008842    ,Bike,Woman,25,Driver
29231,2016S002609    ,Bike,Man,26,Driver
29232,2016S009069    ,Bike,Woman,44,Driver
29234,2016S003233    ,Bike,Man,58,Driver
29236,2016S008273    ,Bike,Woman,55,Driver
29237,2016S000296    ,Bike,Man,32,Driver
29238,2016S000296    ,Bike,Man,48,Driver
29239,2016S006561    ,Bike,Man,32,Driver
29240,2016S006912    ,Bike,Man,31,Driver
29243,2016S001508    ,Bike,Man,39,Driver
29244,2016S007516    ,Bike,Man,52,Driver
29247,2016S003415    ,Bike,Man,30,Driver
29248,2016S008775    ,Bike,Man,53,Driver
29249,2016S002276    ,Bike,Woman,26,Driver
29250,2016S003082    ,Car,Man,28,Driver
29251,2016S004545    ,Bike,Man,43,Driver
29253,2016S008832    ,Bike,Man,37,Driver
29254,2016S008893    ,Bike,Man,36,Driver
29255,2016S008199    ,Bike,Man,23,Driver
29256,2016S008199    ,Bike,Man,71,Driver
29258,2016S008331    ,Bike,Man,35,Driver
29259,2016S001830    ,Bike,Man,19,Driver
29260,2016S001830    ,Bike,Man,46,Driver
29261,2016S002988    ,Bike,Woman,32,Driver
29262,2016S007815    ,Bike,Man,41,Driver
29264,2016S000041    ,Bike,Man,26,Driver
29265,2016S000710    ,Bike,Woman,24,Driver
29266,2016S000835    ,Bike,Man,59,Driver
29267,2016S009156    ,Bike,Man,47,Driver
29270,2016S005291    ,Bike,Man,52,Driver
29271,2016S005268    ,Bike,Man,37,Driver
29272,2016S004194    ,Bike,Man,26,Driver
29273,2016S005119    ,Bike,Man,48,Driver
29276,2016S008695    ,Bike,Man,25,Driver
29277,2016S003421    ,Bike,Man,48,Driver
29278,2016S001829    ,Bike,Woman,34,Driver
29279,2016S002217    ,Bike,Man,55,Driver
29280,2016S002890    ,Bike,Woman,47,Driver
29281,2016S004314    ,Car,Man,26,Driver
29282,2016S006049    ,Bike,Man,54,Driver
29283,2016S007018    ,Bike,Man,47,Driver
29284,2016S007638    ,Bike,Man,27,Driver
29285,2016S006277    ,Bike,Man,30,Driver
29290,2016S002644    ,Bike,Man,30,Driver
29291,2016S003562    ,Car,Man,27,Driver
29292,2016S003563    ,Bike,Woman,37,Driver
29295,2016S000599    ,Bike,Man,45,Driver
29296,2016S003144    ,Bike,Man,27,Driver
29298,2016S007164    ,Bike,Man,25,Driver
29300,2016S000100    ,Bike,Man,49,Driver
29302,2016S000952    ,Bike,Woman,51,Driver
29304,2016S008573    ,Bike,Man,41,Driver
29305,2016S009051    ,Car,Woman,29,Driver
29306,2016S000732    ,Bike,Man,34,Driver
29307,2016S000732    ,Bike,Man,59,Driver
29308,2016S007458    ,Bike,Man,47,Driver
29312,2016S004456    ,Bike,Woman,31,Driver
29313,2016S004456    ,Bike,Woman,43,Driver
29314,2016S005073    ,Bike,Man,23,Driver
29315,2016S005434    ,Bike,Man,20,Driver
29316,2016S007406    ,Bike,Woman,36,Driver
29317,2016S008152    ,Bike,Woman,23,Driver
29319,2016S008827    ,Bike,Man,50,Driver
29320,2016S009564    ,Bike,Man,19,Driver
29321,2016S003977    ,Bike,Man,32,Driver
29326,2016S000743    ,Bike,Man,25,Driver
29328,2016S004870    ,Bike,Man,69,Driver
29332,2016S004835    ,Bike,Man,50,Driver
29333,2016S004952    ,Bike,Man,57,Driver
29334,2016S004727    ,Bike,Man,39,Driver
29338,2016S009028    ,Bike,Man,44,Driver
29339,2016S007998    ,Bike,Man,34,Driver
29340,2016S002969    ,Bike,Man,20,Driver
29341,2016S002969    ,Bike,Man,26,Driver
29342,2016S003189    ,Bike,Man,57,Driver
29343,2016S008656    ,Bike,Woman,25,Driver
29344,2016S001476    ,Bike,Man,42,Driver
29345,2016S000752    ,Bike,Man,23,Driver
29347,2016S006140    ,Bike,Man,70,Driver
29348,2016S008237    ,Bike,Man,31,Driver
29350,2016S009550    ,Car,Woman,28,Driver
29352,2016S001366    ,Car,Man,25,Driver
29353,2016S002861    ,Bike,Man,28,Driver
29354,2016S003947    ,Bike,Woman,30,Driver
29355,2016S003947    ,Bike,Woman,50,Driver
29356,2016S008294    ,Car,Woman,32,Driver
29359,2016S009509    ,Car,Man,30,Driver
29360,2016S009509    ,Car,Man,33,Driver
29362,2016S008400    ,Bike,Man,58,Driver
29363,2016S000363    ,Bike,Man,42,Driver
29364,2016S002031    ,Bike,Man,61,Driver
29365,2016S004076    ,Bike,Man,47,Driver
29366,2016S004714    ,Car,Woman,47,Driver
29367,2016S004714    ,Car,Man,61,Driver
29368,2016S006932    ,Bike,Man,53,Driver
29369,2016S005368    ,Bike,Man,47,Driver
29370,2016S004826    ,Car,Man,25,Driver
29372,2016S006327    ,Bike,Woman,27,Driver
29373,2016S005558    ,Bike,Man,60,Driver
29374,2016S000035    ,Bike,Man,44,Driver
29376,2016S000768    ,Bike,Man,27,Driver
29377,2016S000853    ,Bike,Man,45,Driver
29378,2016S002342    ,Bike,Man,19,Driver
29380,2016S004412    ,Bike,Woman,50,Driver
29381,2016S004678    ,Bike,Woman,35,Driver
29383,2016S005367    ,Bike,Man,32,Driver
29384,2016S005780    ,Bike,Man,30,Driver
29385,2016S005867    ,Bike,Woman,52,Driver
29386,2016S006556    ,Bike,Woman,34,Driver
29388,2016S006725    ,Bike,Woman,36,Driver
29389,2016S007879    ,Bike,Man,30,Driver
29394,2016S008393    ,Bike,Man,28,Driver
29395,2016S003008    ,Bike,Woman,33,Driver
29398,2016S005220    ,Bike,Woman,26,Driver
29400,2016S001148    ,Bike,Man,27,Driver
29401,2016S007116    ,Bike,Man,28,Driver
29402,2016S007474    ,Bike,Man,28,Driver
29403,2016S004331    ,Bike,Man,22,Driver
29405,2016S009216    ,Bike,Woman,25,Driver
29406,2016S001579    ,Bike,Man,25,Driver
29409,2016S007217    ,Bike,Man,28,Driver
29410,2016S009981    ,Bike,Man,47,Driver
29412,2016S002223    ,Bike,Man,40,Driver
29413,2016S002688    ,Bike,Man,30,Driver
29414,2016S007533    ,Bike,Man,30,Driver
29415,2016S009595    ,Bike,Man,29,Driver
29417,2016S004612    ,Bike,Man,35,Driver
29418,2016S001198    ,Bike,Man,29,Driver
29420,2016S003172    ,Bike,Man,26,Driver
29421,2016S003971    ,Bike,Man,29,Driver
29422,2016S005727    ,Bike,Man,48,Driver
29423,2016S008161    ,Bike,Man,28,Driver
29424,2016S004175    ,Bike,Man,40,Driver
29426,2016S005660    ,Bike,Man,49,Driver
29428,2016S000707    ,Car,Woman,39,Driver
29429,2016S001725    ,Bike,Woman,36,Driver
29430,2016S004617    ,Bike,Man,74,Driver
29431,2016S006265    ,Bike,Woman,35,Driver
29432,2016S008391    ,Bike,Woman,30,Driver
29433,2016S008717    ,Car,Man,79,Driver
29434,2016S009106    ,Bike,Woman,32,Driver
29436,2016S007607    ,Bike,Woman,23,Driver
29437,2016S000082    ,Bike,Woman,41,Driver
29439,2016S000115    ,Car,Man,31,Driver
29440,2016S000267    ,Car,Woman,21,Driver
29443,2016S001320    ,Bike,Woman,43,Driver
29445,2016S001550    ,Bike,Woman,31,Driver
29446,2016S001883    ,Bike,Woman,32,Driver
29448,2016S004718    ,Bike,Man,37,Driver
29449,2016S006630    ,Bike,Woman,20,Driver
29450,2016S002296    ,Bike,Man,30,Driver
29452,2016S002440    ,Bike,Man,23,Driver
29453,2016S002588    ,Bike,Man,29,Driver
29454,2016S004327    ,Bike,Man,29,Driver
29455,2016S006973    ,Bike,Man,60,Driver
29456,2016S006175    ,Car,Man,31,Driver
29457,2016S008649    ,Bike,Man,34,Driver
29458,2016S007630    ,Bike,Man,62,Driver
29459,2016S001204    ,Bike,Man,54,Driver
29461,2016S005512    ,Car,Man,39,Driver
29462,2016S005233    ,Bike,Man,34,Driver
29463,2016S009617    ,Bike,Man,28,Driver
29464,2016S006803    ,Bike,Man,55,Driver
29469,2016S000313    ,Bike,Man,40,Driver
29471,2016S006558    ,Car,Man,27,Driver
29473,2016S000583    ,Car,Man,22,Driver
29474,2016S000583    ,Car,Man,33,Driver
29475,2016S000583    ,Car,Man,44,Driver
29476,2016S000583    ,Car,Man,48,Driver
29477,2016S005534    ,Bike,Man,35,Driver
29478,2016S001179    ,Bike,Man,20,Driver
29480,2016S000532    ,Bike,Woman,33,Driver
29481,2016S002074    ,Bike,Man,35,Driver
29482,2016S003177    ,Bike,Woman,28,Driver
29484,2016S006437    ,Bike,Man,39,Driver
29485,2016S008415    ,Bike,Woman,25,Driver
29487,2016S007625    ,Bike,Man,25,Driver
29488,2016S002924    ,Car,Woman,47,Driver
29490,2016S007484    ,Bike,Man,24,Driver
29492,2016S007632    ,Bike,Man,23,Driver
29495,2016S007761    ,Bike,Man,36,Driver
29496,2016S003886    ,Bike,Woman,39,Driver
29497,2016S006453    ,Bike,Man,37,Driver
29499,2016S008920    ,Car,Woman,27,Driver
29500,2016S008920    ,Car,Man,36,Driver
29503,2016S002070    ,Bike,Man,61,Driver
29505,2016S004829    ,Bike,Man,49,Driver
29507,2016S004829    ,Car,Man,26,Driver
29509,2016S005900    ,Car,Man,38,Driver
29511,2016S003228    ,Bike,Woman,38,Driver
29515,2016S006002    ,Car,Man,30,Driver
29517,2016S006492    ,Bike,Man,48,Driver
29522,2016S003147    ,Bike,Man,44,Driver
29523,2016S005126    ,Bike,Man,41,Driver
29525,2016S006962    ,Bike,Woman,21,Driver
29527,2016S009397    ,Bike,Man,26,Driver
29528,2016S002463    ,Bike,Man,30,Driver
29529,2016S003781    ,Bike,Man,25,Driver
29530,2016S004883    ,Bike,Man,40,Driver
29531,2016S008876    ,Bike,Man,25,Driver
29532,2016S005277    ,Bike,Man,37,Driver
29534,2016S009625    ,Bike,Man,38,Driver
29535,2016S009625    ,Bike,Man,46,Driver
29536,2016S001509    ,Car,Man,63,Driver
29538,2016S009422    ,Car,Man,26,Driver
29539,2016S008164    ,Bike,Man,19,Driver
29541,2016S004270    ,Bike,Man,59,Driver
29542,2016S006075    ,Bike,Woman,39,Driver
29543,2016S006075    ,Bike,Man,26,Driver
29544,2016S003475    ,Bike,Woman,24,Driver
29545,2016S005135    ,Bike,Man,27,Driver
29546,2016S008205    ,Bike,Man,55,Driver
29548,2016S006110    ,Car,Man,30,Driver
29550,2016S000719    ,Bike,Man,25,Driver
29551,2016S006507    ,Bike,Man,57,Driver
29552,2016S004967    ,Bike,Woman,33,Driver
29553,2016S005517    ,Bike,Man,50,Driver
29554,2016S007702    ,Bike,Man,25,Driver
29555,2016S002703    ,Bike,Man,39,Driver
29556,2016S006956    ,Bike,Woman,23,Driver
29557,2016S000965    ,Bike,Woman,46,Driver
29558,2016S000965    ,Bike,Man,28,Driver
29560,2016S003379    ,Bike,Woman,37,Driver
29561,2016S001162    ,Bike,Man,43,Driver
29562,2016S001690    ,Bike,Man,25,Driver
29563,2016S000488    ,Bike,Man,31,Driver
29564,2016S009105    ,Bike,Woman,40,Driver
29566,2016S004471    ,Bike,Man,35,Driver
29570,2016S002536    ,Bike,Woman,31,Driver
29571,2016S003749    ,Bike,Woman,25,Driver
29574,2016S006816    ,Car,Man,58,Driver
29578,2016S006365    ,Car,Man,41,Driver
29579,2016S009054    ,Bike,Man,50,Driver
29581,2016S009284    ,Bike,Man,33,Driver
29582,2016S004749    ,Bike,Man,51,Driver
29586,2016S000685    ,Bike,Man,27,Driver
29587,2016S009597    ,Bike,Man,39,Driver
29591,2016S001968    ,Car,Man,21,Driver
29593,2016S002469    ,Bike,Man,45,Driver
29595,2016S008982    ,Bike,Man,31,Driver
29596,2016S006848    ,Bike,Woman,33,Driver
29597,2016S009289    ,Bike,Woman,37,Driver
29599,2016S007157    ,Bike,Man,31,Driver
29600,2016S002957    ,Bike,Woman,21,Driver
29601,2016S000104    ,Bike,Man,37,Driver
29602,2016S009670    ,Bike,Man,27,Driver
29604,2016S000983    ,Bike,Woman,29,Driver
29605,2016S003787    ,Bike,Man,45,Driver
29606,2016S006526    ,Bike,Man,23,Driver
29607,2016S001913    ,Bike,Man,31,Driver
29609,2016S000181    ,Bike,Man,24,Driver
29610,2016S000181    ,Bike,Man,30,Driver
29612,2016S009147    ,Bike,Man,33,Driver
29616,2016S008304    ,Bike,Man,57,Driver
29617,2016S002735    ,Bike,Man,29,Driver
29618,2016S002735    ,Bike,Man,33,Driver
29619,2016S003793    ,Bike,Man,54,Driver
29620,2016S005760    ,Bike,Woman,25,Driver
29621,2016S006958    ,Bike,Man,31,Driver
29622,2016S009795    ,Bike,Man,33,Driver
29623,2016S009795    ,Bike,Man,38,Driver
29627,2016S006106    ,Bike,Woman,46,Driver
29628,2016S004670    ,Bike,Woman,23,Driver
29629,2016S001187    ,Bike,Man,28,Driver
29630,2016S009816    ,Bike,Woman,33,Driver
29636,2016S009090    ,Bike,Man,37,Driver
29637,2016S000474    ,Bike,Man,27,Driver
29640,2016S002686    ,Bike,Man,24,Driver
29641,2016S004191    ,Bike,Man,42,Driver
29643,2016S006070    ,Car,Woman,30,Driver
29645,2016S006452    ,Bike,Woman,32,Driver
29646,2016S007489    ,Bike,Man,47,Driver
29649,2016S004843    ,Bike,Woman,25,Driver
29650,2016S002316    ,Bike,Woman,20,Driver
29651,2016S005136    ,Bike,Woman,23,Driver
29652,2016S007677    ,Bike,Man,27,Driver
29653,2016S003846    ,Bike,Woman,41,Driver
29654,2016S000214    ,Bike,Woman,43,Driver
29656,2016S009372    ,Bike,Man,44,Driver
29657,2016S003083    ,Bike,Man,53,Driver
29659,2016S000199    ,Bike,Man,21,Driver
29661,2016S007080    ,Bike,Woman,51,Driver
29663,2016S004474    ,Bike,Man,44,Driver
29667,2016S004239    ,Bike,Man,20,Driver
29668,2016S006121    ,Bike,Man,55,Driver
29669,2016S009435    ,Bike,Man,34,Driver
29673,2016S000537    ,Bike,Man,26,Driver
29674,2016S005677    ,Bike,Man,23,Driver
29676,2016S001111    ,Bike,Woman,26,Driver
29677,2016S001460    ,Bike,Man,23,Driver
29678,2016S001460    ,Bike,Woman,31,Driver
29679,2016S001460    ,Bike,Man,26,Driver
29680,2016S001388    ,Bike,Man,56,Driver
29681,2016S003921    ,Bike,Man,25,Driver
29682,2016S001677    ,Bike,Man,33,Driver
29683,2016S008162    ,Car,Woman,81,Driver
29684,2016S003954    ,Bike,Woman,22,Driver
29685,2016S001960    ,Car,Man,38,Driver
29686,2016S002339    ,Bike,Man,29,Driver
29687,2016S000087    ,Bike,Woman,38,Driver
29688,2016S007419    ,Bike,Man,39,Driver
29691,2016S002762    ,Car,Woman,31,Driver
29692,2016S000788    ,Bike,Man,41,Driver
29693,2016S008228    ,Bike,Man,61,Driver
29695,2016S001399    ,Car,Woman,42,Driver
29696,2016S001399    ,Car,Man,28,Driver
29697,2016S001871    ,Bike,Man,37,Driver
29698,2016S008335    ,Bike,Man,29,Driver
29701,2016S001730    ,Car,Man,38,Driver
29702,2016S003308    ,Bike,Man,27,Driver
29703,2016S001917    ,Bike,Woman,32,Driver
29704,2016S003518    ,Bike,Man,22,Driver
29705,2016S004449    ,Bike,Man,21,Driver
29708,2016S009468    ,Bike,Man,52,Driver
29709,2016S001045    ,Bike,Man,50,Driver
29711,2016S007459    ,Car,Woman,29,Driver
29713,2016S007459    ,Car,Man,72,Driver
29715,2016S008632    ,Bike,Man,29,Driver
29716,2016S002006    ,Bike,Man,38,Driver
29718,2016S003432    ,Bike,Man,39,Driver
29719,2016S007763    ,Bike,Man,28,Driver
29721,2016S003989    ,Car,Woman,23,Driver
29722,2016S003989    ,Car,Woman,44,Driver
29727,2016S008932    ,Car,Woman,30,Driver
29728,2016S001059    ,Car,Woman,51,Driver
29729,2016S001059    ,Car,Man,53,Driver
29730,2016S001059    ,Car,Man,62,Driver
29731,2016S009008    ,Bike,Woman,47,Driver
29734,2016S009456    ,Bike,Man,38,Driver
29735,2016S005807    ,Bike,Man,45,Driver
29739,2016S005020    ,Bike,Man,54,Driver
29740,2016S000747    ,Bike,Man,21,Driver
29741,2016S001631    ,Bike,Woman,52,Driver
29742,2016S001631    ,Bike,Man,48,Driver
29743,2016S002032    ,Bike,Man,44,Driver
29744,2016S003331    ,Bike,Man,24,Driver
29745,2016S005155    ,Bike,Man,30,Driver
29746,2016S005952    ,Bike,Woman,25,Driver
29749,2016S009738    ,Bike,Man,40,Driver
29751,2016S003095    ,Bike,Man,29,Driver
29752,2016S008361    ,Bike,Man,61,Driver
29753,2016S003369    ,Bike,Man,46,Driver
29755,2016S009499    ,Bike,Man,43,Driver
29756,2016S008720    ,Bike,Man,46,Driver
29757,2016S000554    ,Bike,Woman,26,Driver
29758,2016S002039    ,Car,Woman,38,Driver
29759,2016S002357    ,Car,Man,39,Driver
29761,2016S005980    ,Bike,Man,27,Driver
29762,2016S006427    ,Bike,Man,32,Driver
29763,2016S002444    ,Bike,Man,30,Driver
29764,2016S003121    ,Bike,Man,26,Driver
29766,2016S003129    ,Bike,Man,45,Driver
29767,2016S003712    ,Bike,Woman,39,Driver
29768,2016S007166    ,Bike,Man,23,Driver
29769,2016S010052    ,Bike,Woman,21,Driver
29770,2016S005707    ,Bike,Man,47,Driver
29773,2016S002284    ,Bike,Woman,23,Driver
29774,2016S003802    ,Bike,Woman,66,Driver
29777,2016S002966    ,Bike,Woman,40,Driver
29779,2016S000809    ,Bike,Man,76,Driver
29780,2016S001559    ,Bike,Man,21,Driver
29783,2016S005583    ,Bike,Man,34,Driver
29784,2016S005622    ,Bike,Man,60,Driver
29786,2016S005622    ,Car,Woman,48,Driver
29788,2016S006194    ,Car,Man,35,Driver
29790,2016S009399    ,Bike,Woman,29,Driver
29791,2016S009399    ,Bike,Man,24,Driver
29792,2016S008143    ,Bike,Man,50,Driver
29793,2016S008064    ,Bike,Man,56,Driver
29794,2016S000340    ,Bike,Man,32,Driver
29796,2016S005303    ,Bike,Woman,28,Driver
29798,2016S008580    ,Bike,Man,45,Driver
29799,2016S000172    ,Bike,Man,17,Driver
29800,2016S005600    ,Bike,Woman,38,Driver
29801,2016S005600    ,Bike,Woman,39,Driver
29802,2016S008224    ,Bike,Woman,47,Driver
29804,2016S008863    ,Bike,Man,27,Driver
29809,2016S007452    ,Bike,Man,41,Driver
29810,2016S002765    ,Bike,Man,23,Driver
29812,2016S000096    ,Bike,Man,68,Driver
29814,2016S000765    ,Bike,Man,35,Driver
29816,2016S001227    ,Bike,Man,47,Driver
29818,2016S001560    ,Car,Man,27,Driver
29819,2016S001796    ,Bike,Man,22,Driver
29820,2016S002010    ,Bike,Man,36,Driver
29821,2016S002011    ,Bike,Man,35,Driver
29823,2016S003391    ,Bike,Man,50,Driver
29824,2016S003662    ,Bike,Man,51,Driver
29827,2016S005386    ,Car,Man,59,Driver
29829,2016S005994    ,Bike,Man,35,Driver
29831,2016S006541    ,Bike,Man,63,Driver
29833,2016S000718    ,Bike,Man,45,Driver
29834,2016S003557    ,Bike,Man,31,Driver
29836,2016S003715    ,Bike,Man,28,Driver
29837,2016S004232    ,Bike,Woman,22,Driver
29838,2016S006887    ,Bike,Man,24,Driver
29839,2016S007931    ,Bike,Woman,27,Driver
29840,2016S007931    ,Bike,Man,34,Driver
29841,2016S009608    ,Bike,Woman,29,Driver
29843,2016S007723    ,Bike,Man,37,Driver
29844,2016S002419    ,Bike,Woman,34,Driver
29847,2016S000079    ,Bike,Woman,65,Driver
29848,2016S002874    ,Bike,Man,41,Driver
29849,2016S006101    ,Bike,Man,23,Driver
29851,2016S006636    ,Bike,Man,25,Driver
29852,2016S001959    ,Bike,Man,68,Driver
29854,2016S001977    ,Bike,Woman,29,Driver
29855,2016S002141    ,Bike,Woman,59,Driver
29856,2016S007746    ,Bike,Woman,51,Driver
29857,2016S008769    ,Bike,Man,52,Driver
29862,2016S002196    ,Bike,Man,23,Driver
29864,2016S007805    ,Bike,Woman,39,Driver
29866,2016S004402    ,Bike,Man,39,Driver
29873,2016S008122    ,Bike,Man,33,Driver
29874,2016S009269    ,Bike,Man,32,Driver
29875,2016S009269    ,Bike,Man,33,Driver
29876,2016S009650    ,Car,Man,38,Driver
29878,2016S002455    ,Car,Woman,35,Driver
29880,2016S002684    ,Bike,Woman,23,Driver
29881,2016S003187    ,Bike,Woman,35,Driver
29882,2016S005562    ,Bike,Woman,30,Driver
29884,2016S009780    ,Bike,Woman,23,Driver
29886,2016S009433    ,Bike,Man,38,Driver
29887,2016S007073    ,Bike,Woman,43,Driver
29889,2016S009309    ,Bike,Man,26,Driver
29893,2016S003223    ,Bike,Man,32,Driver
